YearStart,LocationDesc,Average of 20 or more hours of care per week provided to a friend or family member,Fair or poor health among older adults with doctor-diagnosed arthritis,Mean number of days with activity limitations in the past month,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",Percentage of older adult men who are up to date with select clinical preventive services,Percentage of older adult women who are up to date with select clinical preventive services,Percentage of older adult women who have received a mammogram within the past 2 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,Percentage of older adults currently not providing care who expect to provide care for someone with health problems in the next two years,Percentage of older adults ever told they have arthritis,Percentage of older adults getting sufficient sleep (>6 hours),"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",Percentage of older adults who are eating 2 or more fruits daily,Percentage of older adults who are eating 3 or more vegetables daily,Percentage of older adults who are experiencing frequent mental distress,Percentage of older adults who had a cholesterol screening within the past 5 years,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,Percentage of older adults who have ever been told by a health professional that they have high blood pressure,Percentage of older adults who have fallen and sustained an injury within last year,Percentage of older adults who have not had any leisure time physical activity in the past month,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,Percentage of older adults who provided care for a friend or family member within the past month,Percentage of older adults who provided care for someone with dementia or other cognitive impairment within the past month,Percentage of older adults who provided care to a friend or family member for six months or more,"Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,Percentage of older adults who reported binge drinking within the past 30 days,Percentage of older adults who reported influenza vaccine within the past year,"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""","Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",Percentage of older adults with a lifetime diagnosis of depression,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,Physically unhealthy days (mean number of days in past month),Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis
2015,Georgia,,39.62,7.546666666666667,54.36,,,,,,44.3,,34.45333333333333,25.793333333333333,13.333333333333334,11.08,94.02666666666667,,91.21333333333334,61.68666666666666,,31.733333333333334,16.18,,,,,,7.492857142857143,45.96,26.966666666666665,73.03333333333333,18.44,44.08571428571429,68.32666666666667,5.7,34.84666666666667
2015,Guam,,35.03333333333333,6.444444444444445,34.375,,,,,,34.66428571428572,,29.528571428571432,33.43571428571429,21.515384615384615,8.457142857142857,85.61428571428573,,86.89999999999999,52.49285714285714,,39.90714285714286,26.369999999999997,,,,,,25.014285714285712,40.892857142857146,27.246153846153845,73.67142857142858,11.833333333333334,,68.38461538461539,5.292857142857143,34.544444444444444
2015,Hawaii,35.019999999999996,27.058823529411764,5.735294117647059,53.970588235294116,,,,,15.84705882352941,32.68333333333333,,22.733333333333334,31.194444444444443,21.233333333333334,7.676470588235294,91.07222222222222,,86.28888888888889,47.666666666666664,,23.01764705882353,10.047058823529412,19.73888888888889,17.153333333333332,65.90666666666667,,,12.594117647058823,50.42777777777778,18.433333333333334,81.56666666666666,12.435294117647059,37.57333333333334,,4.288888888888889,21.20625
2015,Idaho,24.84166666666667,25.825,5.3307692307692305,55.35833333333333,,,,,18.033333333333335,42.385714285714286,,33.621428571428574,28.471428571428568,16.599999999999998,7.791666666666667,87.07857142857142,,78.33333333333333,50.364285714285714,,26.07857142857143,12.484615384615385,24.25,7.470000000000001,69.50833333333334,,,8.708333333333334,45.34285714285714,22.72142857142857,77.27857142857144,18.953846153846154,,,5.071428571428571,20.883333333333333
2015,Illinois,28.361538461538462,35.85,5.552941176470589,54.39375,,,,,18.61875,40.95,,36.666666666666664,36.28333333333333,16.929411764705883,8.879999999999999,91.2421052631579,,87.61875,54.37894736842105,,31.33888888888889,14.15625,20.511764705882353,9.818181818181818,72.0,,,13.1625,46.93333333333333,28.826315789473686,71.17368421052632,14.81764705882353,47.27272727272727,,5.616666666666666,31.073333333333334
2015,Indiana,30.825,36.353846153846156,5.985714285714286,56.128571428571426,,,,,18.707142857142856,45.525,,35.0375,27.0375,14.62857142857143,10.161538461538461,91.125,,90.74666666666667,53.95,,36.88125,18.321428571428573,22.928571428571427,12.950000000000001,73.34166666666667,,,8.083333333333334,48.85,26.91875,73.08125,19.614285714285717,,,5.7875,25.153846153846153
2015,Iowa,22.616666666666664,27.191666666666666,5.45,63.5,,,,,17.391666666666666,42.84285714285714,,33.5,28.316666666666666,12.158333333333333,6.516666666666667,90.57857142857142,,88.64166666666667,49.19285714285714,,30.792307692307695,14.174999999999999,16.2,11.26,69.89999999999999,,,10.658333333333333,60.5923076923077,22.214285714285715,77.78571428571429,16.008333333333333,38.84166666666667,,4.569230769230769,21.183333333333334
2015,Kansas,,37.09473684210526,6.1,57.50526315789473,,,,,,42.175,,39.05,25.295238095238098,13.661111111111111,8.600000000000001,89.5952380952381,,87.7,53.4952380952381,,33.32,17.542105263157897,,,,,,8.20625,50.25714285714286,26.835,73.82857142857144,19.68,,,4.99,30.866666666666667
2015,Kentucky,38.949999999999996,44.68666666666666,7.36,57.20666666666667,,,,,17.92142857142857,49.093333333333334,,36.74666666666667,20.826666666666664,10.707142857142857,11.37142857142857,92.18666666666667,,91.81333333333333,62.373333333333335,,40.419999999999995,21.071428571428573,23.75714285714286,10.681818181818182,72.57333333333332,,,8.924999999999999,55.28666666666666,32.473333333333336,67.52666666666667,17.942857142857143,,68.61333333333333,6.766666666666667,37.7
2015,Louisiana,37.526666666666664,46.27333333333333,7.6866666666666665,58.86,,,,,19.52,47.733333333333334,,37.99333333333333,22.12,12.293333333333333,13.5,91.37333333333332,,91.99333333333334,63.34,,39.093333333333334,20.2,26.1,11.1,70.75333333333333,,,9.642857142857142,48.15333333333333,33.446666666666665,66.55333333333333,20.546666666666667,37.17857142857143,67.44666666666666,6.366666666666666,43.93333333333333
2015,Maine,22.125,29.25,5.641666666666667,63.19166666666666,,,,,17.625,48.08461538461539,,31.474999999999998,35.516666666666666,18.025000000000002,8.858333333333333,94.47692307692309,,87.63333333333333,50.62307692307692,,29.46923076923077,15.438461538461537,22.400000000000002,15.083333333333334,70.09166666666667,,,8.983333333333333,54.11538461538461,22.0,78.0,21.058333333333334,,,5.338461538461539,21.016666666666666
2015,Maryland,26.72142857142857,29.066666666666666,5.66875,58.90588235294118,,,,,17.346666666666668,39.80588235294118,,33.30625,32.51052631578948,16.72941176470588,9.4,94.98,,88.58125,49.56842105263158,,29.175,13.92,25.386666666666667,13.091666666666667,70.95714285714286,,,7.826666666666667,51.126315789473686,20.83125,81.065,15.806666666666667,47.9,,4.470588235294118,26.4
2015,Massachusetts,,34.84375,6.458823529411765,60.470588235294116,,,,,,40.19444444444444,,30.561111111111114,34.93333333333333,19.48235294117647,11.26875,94.3157894736842,,89.08333333333333,51.636842105263156,,35.06666666666666,12.175,,,,,,9.116666666666667,51.78888888888889,23.83888888888889,76.76315789473684,21.870588235294118,,,5.055555555555555,31.246666666666666
2015,Michigan,,36.05333333333333,6.846666666666667,56.96,,,,,,47.21875,,34.275,31.58125,14.413333333333332,11.793333333333333,93.0625,,88.38666666666667,54.76875,,31.075,18.80666666666667,,,,,,11.549999999999999,46.675,25.50625,74.49375,19.18125,42.35,,5.6625,31.38
2015,Minnesota,,30.585714285714285,5.85,58.56666666666667,,,,,,38.34444444444445,,31.994444444444444,29.78235294117647,12.328571428571427,8.31875,89.89444444444445,,89.22,43.40526315789474,,28.872222222222224,17.876470588235293,,,,,,10.924999999999999,55.40555555555555,21.577777777777776,78.74736842105263,19.01111111111111,42.68333333333334,,4.577777777777778,22.43846153846154
2015,Mississippi,41.81333333333334,51.62,7.78,51.766666666666666,,,,,16.94,47.00666666666667,,35.166666666666664,17.866666666666667,11.113333333333333,12.506666666666666,91.33333333333333,,91.78666666666666,65.58,,44.12,19.066666666666666,20.646666666666665,12.076923076923077,74.14666666666668,,,6.915384615384616,52.34,36.63333333333333,63.36666666666667,17.966666666666665,41.559999999999995,,6.866666666666666,45.32666666666667
2015,Missouri,,37.84666666666667,7.326666666666667,58.766666666666666,,,,,,47.60666666666667,,33.940000000000005,26.333333333333332,13.093333333333334,11.32,91.23333333333333,,90.39333333333335,56.11333333333334,,34.71333333333334,17.873333333333335,,,,,,9.96923076923077,56.34666666666667,26.753333333333334,73.24666666666667,20.4,,,5.833333333333333,31.633333333333333
2015,Montana,,34.94666666666667,7.34,61.06666666666667,,,,,,45.63333333333333,,27.053333333333335,24.414285714285715,13.683333333333332,9.635714285714286,88.97333333333333,,84.17333333333333,48.806666666666665,,29.42,18.146666666666665,,,,,,10.65,53.46666666666667,24.233333333333334,75.76666666666667,20.62857142857143,,,5.98,27.526666666666667
2015,Nebraska,15.983333333333334,30.857142857142858,5.84375,58.73888888888889,,,,,20.957142857142856,41.825,,38.26315789473684,31.988888888888887,14.69375,7.4071428571428575,86.92999999999999,,86.35,51.370000000000005,,33.66842105263157,17.005555555555556,26.099999999999998,9.566666666666666,73.425,,,10.5,55.125,27.185000000000002,72.815,19.383333333333333,33.56666666666667,,5.045,23.74285714285714
2015,Nevada,,29.941666666666666,6.253846153846154,55.784615384615385,,,,,,34.166666666666664,,30.233333333333334,26.513333333333332,18.307142857142857,7.681818181818182,89.27333333333333,,84.77692307692307,45.82666666666667,,27.48,14.65,,,,,,9.666666666666666,42.31428571428571,22.346666666666668,77.65333333333334,16.207692307692305,51.99090909090909,,4.742857142857143,28.391666666666666
2015,New Hampshire,,24.150000000000002,5.675,62.48333333333333,,,,,,43.00833333333333,,28.916666666666668,35.833333333333336,17.966666666666665,8.816666666666666,93.85000000000001,,87.33333333333333,46.958333333333336,,25.833333333333332,12.450000000000001,,,,,,9.75,54.175000000000004,15.516666666666666,84.48333333333333,18.724999999999998,,,4.1499999999999995,21.525000000000002
2015,New Jersey,25.976470588235294,36.83888888888889,6.1000000000000005,48.24444444444444,,,,,14.649999999999999,39.52105263157895,,30.63888888888889,33.495,15.344999999999999,9.70625,93.55,,86.76315789473684,52.54,,31.35263157894737,12.111764705882353,23.264705882352942,11.158333333333333,66.98823529411764,,,10.2125,49.355000000000004,24.273684210526316,76.435,14.005882352941176,41.449999999999996,,4.916666666666667,31.97222222222222
2015,New Mexico,,38.6875,7.364705882352942,58.77777777777778,,,,,,40.105555555555554,,28.616666666666667,27.688888888888886,18.529411764705884,11.029411764705882,87.30000000000001,,84.75555555555555,49.0,,26.77777777777778,14.633333333333333,,,,,,6.28,53.41111111111111,28.83888888888889,71.16111111111111,19.458823529411767,,63.40555555555555,5.766666666666667,33.09375
2015,New York,23.235714285714288,36.61578947368421,5.494736842105263,53.71,,,,,22.266666666666666,39.22380952380953,,27.714999999999996,35.061904761904756,17.67142857142857,12.042105263157895,91.66190476190476,,86.84736842105262,51.214285714285715,,33.352380952380955,13.344444444444445,22.9,13.163636363636362,73.52666666666667,,,9.1875,51.909523809523805,25.614285714285714,74.38571428571429,16.461111111111112,46.083333333333336,,5.380952380952381,35.233333333333334
2015,North Carolina,,41.18,7.053333333333333,59.85333333333333,,,,,,45.044444444444444,,33.455555555555556,23.352941176470587,13.74375,10.879999999999999,93.33333333333333,,90.12666666666668,57.861111111111114,,31.877777777777776,16.175,,,,,,7.671428571428572,54.37222222222223,31.033333333333335,68.96666666666667,19.8,,72.825,6.094444444444445,36.906666666666666
2015,North Dakota,,32.91538461538461,5.56923076923077,57.107692307692304,,,,,,43.18571428571429,,34.464285714285715,32.50714285714285,12.35,6.5,90.96428571428571,,89.91538461538462,52.042857142857144,,32.778571428571425,18.32857142857143,,,,,,13.4,49.792857142857144,24.599999999999998,75.4,19.178571428571427,43.74166666666667,,5.428571428571429,17.683333333333334
2015,Ohio,,36.94666666666667,6.466666666666667,57.57333333333334,,,,,,45.95882352941176,,33.75,26.43125,13.013333333333332,10.692857142857141,91.63125,,90.64,56.45294117647059,,32.4,17.733333333333334,,,,,,9.87142857142857,47.44375,27.71875,75.3125,20.10625,44.98333333333333,69.32666666666667,5.970588235294118,34.18666666666666
2015,Oklahoma,,46.327777777777776,8.51764705882353,63.00526315789473,,,,,,45.39,,35.875,20.105263157894736,10.706666666666667,14.923529411764704,90.025,,86.93157894736842,59.7,,39.760000000000005,20.672222222222224,,,,,,7.007692307692308,55.985,31.85,68.15,24.884999999999998,46.61666666666667,,6.415789473684211,36.62222222222223
2015,Oregon,31.075,34.43333333333333,6.208333333333333,64.08333333333333,,,,,15.908333333333333,43.23076923076923,,31.915384615384614,33.73846153846154,19.76153846153846,11.366666666666667,91.6923076923077,,86.03333333333335,48.315384615384616,,24.33076923076923,14.091666666666667,22.599999999999998,11.554545454545455,74.19166666666666,,,9.366666666666667,49.7,25.423076923076923,74.57692307692308,26.246153846153845,42.175000000000004,,6.046153846153846,22.45
2015,Pennsylvania,31.691666666666666,33.95333333333333,6.121428571428572,59.07333333333334,,,,,14.885714285714286,47.77333333333333,,35.086666666666666,31.973333333333336,12.678571428571429,9.215384615384615,93.18,,89.18666666666667,53.3,,33.3,15.953333333333335,21.37857142857143,12.85,73.58333333333333,,,10.253846153846155,52.75333333333333,23.773333333333333,76.22666666666667,17.685714285714287,,,4.793333333333334,29.557142857142857
2015,Puerto Rico,,69.69166666666666,8.791666666666666,24.09166666666667,,,,,,39.858333333333334,,28.224999999999998,15.841666666666667,7.141666666666667,13.700000000000001,92.03333333333335,,87.875,64.14999999999999,,54.666666666666664,8.433333333333334,,,,,,6.754545454545454,31.86666666666667,55.21666666666667,44.78333333333333,21.116666666666667,70.65,,6.008333333333333,53.98333333333333
2015,Rhode Island,,31.799999999999997,6.107142857142857,63.66,,,,,,42.92941176470588,,30.552941176470586,34.11176470588235,16.27142857142857,10.735714285714286,93.29411764705883,,89.61333333333333,55.817647058823525,,32.175,12.884615384615385,,,,,,9.5,53.911764705882355,26.394117647058824,73.60588235294118,21.2,54.625,,5.48125,29.176923076923078
2015,South Carolina,35.07333333333334,40.486666666666665,7.3933333333333335,58.126666666666665,,,,,17.886666666666667,48.61333333333334,,33.54666666666667,23.21333333333333,10.966666666666667,12.006666666666666,92.86,,89.57333333333332,60.77333333333333,,31.720000000000002,15.72,22.92,10.328571428571427,72.26666666666667,,,8.178571428571429,51.68666666666666,27.346666666666668,72.65333333333334,20.52,42.666666666666664,69.72666666666667,5.993333333333334,37.833333333333336
2015,South Dakota,,35.61333333333334,5.478571428571429,57.00666666666667,,,,,,42.39333333333333,,34.2,26.88,10.258333333333333,7.021428571428571,89.61333333333333,,89.61333333333333,50.126666666666665,,26.053333333333335,18.573333333333334,,,,,,9.084615384615384,62.733333333333334,23.90666666666667,76.09333333333333,16.692857142857143,43.5,69.08666666666666,4.953333333333333,26.978571428571428
2015,Tennessee,37.43571428571429,41.266666666666666,7.735714285714286,60.406666666666666,,,,,16.992307692307694,50.980000000000004,,35.43333333333333,24.753333333333334,13.335714285714285,12.207142857142857,92.9,,89.33333333333333,62.593333333333334,,35.95333333333333,20.6,24.226666666666667,12.16,71.57142857142857,,,5.361538461538462,50.873333333333335,31.006666666666668,68.99333333333334,20.50714285714286,48.09166666666667,68.76,6.586666666666667,35.61333333333334
2015,Texas,,43.72222222222222,6.455555555555556,55.82631578947369,,,,,,37.985,,36.644444444444446,29.445,18.705555555555556,8.41764705882353,91.92857142857143,,87.98888888888888,53.30952380952381,,32.599999999999994,12.947058823529412,,,,,,8.758823529411766,56.89523809523809,29.068421052631578,72.47142857142858,18.38888888888889,43.47857142857142,,5.110526315789474,37.43333333333333
2015,Utah,28.508333333333336,30.307142857142857,5.028571428571429,60.68666666666666,,,,,20.008333333333333,40.5125,,29.978571428571428,30.16,17.285714285714285,8.96923076923077,87.06,,81.40714285714286,47.0875,,25.4,7.738461538461538,23.107692307692307,8.36,71.35000000000001,,,6.138461538461538,50.16,20.759999999999998,78.88125,20.279999999999998,39.675000000000004,,4.478571428571429,22.907142857142855
2015,Vermont,,29.041666666666668,6.016666666666667,61.49166666666667,,,,,,42.775,,26.983333333333334,34.40833333333333,18.491666666666667,8.691666666666666,93.075,,86.375,46.43333333333334,,26.15833333333333,12.883333333333333,,,,,,7.733333333333333,52.10833333333333,18.116666666666667,81.88333333333334,21.724999999999998,,,4.6000000000000005,22.258333333333336
2015,Virginia,32.346666666666664,30.80666666666667,5.760000000000001,60.3,,,,,15.133333333333333,41.0625,,33.99411764705882,27.205882352941178,13.86875,8.446666666666667,92.80588235294118,,89.59333333333333,52.9,,31.094117647058823,14.06,22.046666666666667,10.891666666666666,71.9,,,8.307142857142857,50.53529411764706,21.123529411764707,78.87647058823529,14.860000000000001,52.714285714285715,73.2235294117647,4.5875,29.706666666666663
2015,Washington,,34.03529411764706,5.957894736842105,60.75789473684211,,,,,,42.37826086956522,,31.985714285714288,33.07272727272727,18.59047619047619,12.05,89.0,,83.11,50.81739130434782,,23.36,16.4,,,,,,10.413333333333332,49.42272727272727,24.84090909090909,75.40434782608695,22.16190476190476,,,5.1454545454545455,27.186666666666667
2015,West Virginia,33.125,46.8,9.13076923076923,60.4076923076923,,,,,15.958333333333334,55.68571428571429,,38.73571428571428,18.0,9.25,15.864285714285714,92.86428571428571,,88.96923076923076,62.635714285714286,,36.73571428571428,21.385714285714283,23.135714285714283,13.854545454545455,72.45833333333333,,,5.5636363636363635,58.98571428571428,35.707142857142856,64.29285714285714,20.99285714285714,46.11666666666667,76.56153846153846,7.5,38.776923076923076
2015,Wisconsin,23.041666666666668,32.44285714285714,6.053846153846154,62.306666666666665,,,,,15.825000000000001,43.82666666666667,,35.11333333333334,32.676923076923075,13.225,7.8999999999999995,90.44375,,87.01333333333334,52.0375,,25.623076923076926,16.664285714285715,19.474999999999998,11.309999999999999,74.03333333333333,,,13.408333333333333,43.364285714285714,24.35625,75.64375,17.353846153846153,44.39166666666667,,5.257142857142857,26.138461538461538
2015,Wyoming,27.40833333333333,29.608333333333334,6.658333333333334,58.4076923076923,,,,,14.375,40.74615384615385,,29.808333333333334,26.63076923076923,14.591666666666667,9.525,90.86923076923077,,85.99166666666667,48.15384615384615,,29.476923076923075,14.591666666666667,25.299999999999997,8.77,70.83333333333333,,,8.016666666666667,44.49230769230769,20.915384615384614,79.08461538461538,18.733333333333334,34.699999999999996,,5.207692307692308,19.95
2016,Alabama,,,7.326666666666667,55.1,32.72222222222222,27.188888888888886,73.02222222222223,69.61111111111111,,,65.35333333333332,37.29333333333333,,,12.379999999999999,,70.96000000000001,,,12.326666666666666,36.74666666666667,17.493333333333332,,,,44.559999999999995,60.75333333333333,7.766666666666667,47.56666666666667,31.726666666666667,68.27333333333333,21.226666666666667,,64.00666666666666,6.3,
2016,Alaska,,,5.3,57.080000000000005,32.42857142857143,25.525000000000002,64.11111111111111,66.2875,,,70.76,34.086666666666666,,,9.178571428571429,,66.01333333333334,,,16.56923076923077,24.59333333333333,16.942857142857143,,,,32.00666666666667,72.22,12.76923076923077,44.22666666666667,22.566666666666666,77.43333333333334,12.864285714285714,47.61818181818182,64.01333333333334,5.666666666666667,
2016,Arizona,37.76923076923077,,7.0,60.035000000000004,30.139999999999997,21.9,66.73846153846154,56.166666666666664,18.714285714285715,,68.62727272727273,32.8,,,11.799999999999999,,60.74545454545455,,,11.829411764705881,33.14090909090909,13.788235294117648,22.84375,10.790000000000001,66.4857142857143,39.96666666666666,71.73181818181818,9.114285714285714,44.9,29.19047619047619,71.66818181818182,17.38888888888889,,,6.433333333333333,
2016,Arkansas,32.26153846153846,,7.806666666666667,59.74375,34.044444444444444,21.525,68.77777777777777,54.08888888888889,13.892307692307693,,67.2625,35.84,,,15.325,,65.43125,,,13.87857142857143,40.825,18.506666666666668,23.986666666666668,10.28,71.07142857142857,46.1125,58.74375,7.033333333333334,47.4125,35.9625,64.0375,24.2125,,,7.50625,
2016,California,29.883333333333336,,6.505263157894737,57.585,31.458333333333332,29.633333333333336,69.27333333333333,71.21666666666667,,,63.780952380952385,27.560000000000002,,,10.43888888888889,,73.18095238095238,,,10.335294117647058,24.642857142857142,10.205882352941176,19.006666666666668,8.633333333333333,76.29166666666667,34.69047619047619,77.70476190476191,10.153333333333334,46.21904761904762,26.466666666666665,73.53333333333333,14.852631578947367,,,5.085714285714285,
2016,Colorado,27.8,,5.4,63.4,36.42,32.154545454545456,63.55833333333334,65.44,14.357142857142858,,69.78571428571429,27.45263157894737,,,9.947058823529412,,67.1,,,12.276470588235293,21.155,14.847368421052632,20.06,12.258333333333333,69.66666666666667,29.510526315789477,76.735,9.642857142857142,53.2,21.555,78.87142857142857,18.94736842105263,,,4.626315789473685,
2016,Connecticut,21.566666666666666,,6.25,56.0,34.03636363636364,28.810000000000002,77.78333333333333,67.98333333333333,13.125,,66.53999999999999,30.950000000000003,,,9.44375,,72.67368421052632,,,9.58235294117647,28.1,14.0625,21.444444444444443,12.9,68.89999999999999,32.27777777777778,74.8736842105263,9.36470588235294,49.642105263157895,23.844444444444445,78.155,16.105555555555554,50.541666666666664,67.91052631578947,4.877777777777777,
2016,Delaware,,,6.1000000000000005,59.03333333333333,36.67142857142857,31.599999999999998,78.78888888888889,74.3375,,,66.47058823529412,34.07647058823529,,,9.176923076923076,,72.19375,,,9.857142857142858,31.970588235294116,16.57857142857143,,,,34.9,71.71764705882353,10.592857142857143,50.55882352941177,22.394117647058824,77.60588235294118,16.188235294117646,48.31,72.56666666666666,4.1812499999999995,
2016,District of Columbia,27.458333333333332,,5.34,54.986666666666665,32.46666666666667,30.444444444444443,73.6,72.12222222222222,15.746666666666668,,67.02666666666667,26.166666666666668,,,8.893333333333334,,71.22,,,10.020000000000001,19.540000000000003,15.706666666666667,19.453333333333333,8.483333333333334,60.96,34.06666666666667,75.71333333333334,11.72,46.513333333333335,18.833333333333332,81.16666666666667,16.71333333333333,,68.98666666666666,4.3,
2016,Florida,,,7.365,52.98695652173913,26.946153846153848,24.516666666666666,72.61176470588236,69.42142857142856,,,65.41666666666667,30.98095238095238,,,11.16,,64.24166666666666,,,9.605263157894736,37.142857142857146,15.044999999999998,,,,42.21904761904762,67.45833333333333,10.10625,43.1,25.985714285714288,74.52499999999999,14.49,,69.66521739130435,5.333333333333333,
